1.391051e+01 0.000000e+00
1.490412e+01 2.000000e-03
1.589773e+01 6.000000e-02
1.689133e+01 2.650000e-01
1.788494e+01 5.390000e-01
1.887855e+01 7.740000e-01
1.987216e+01 8.990000e-01
2.086577e+01 9.630000e-01
2.185937e+01 9.810000e-01
2.285298e+01 9.920000e-01
2.384659e+01 1.000000e+00
2.484020e+01 1.000000e+00
2.583381e+01 1.000000e+00


1.391051e+01 0.000000e+00
1.490412e+01 0.000000e+00
1.589773e+01 6.000000e-03
1.689133e+01 1.250000e-01
1.788494e+01 3.810000e-01
1.887855e+01 6.250000e-01
1.987216e+01 8.130000e-01
2.086577e+01 9.300000e-01
2.185937e+01 9.720000e-01
2.285298e+01 9.820000e-01
2.384659e+01 9.940000e-01
2.484020e+01 9.970000e-01
2.583381e+01 1.000000e+00


1.391051e+01 0.000000e+00
1.490412e+01 0.000000e+00
1.589773e+01 1.200000e-02
1.689133e+01 1.070000e-01
1.788494e+01 3.520000e-01
1.887855e+01 5.980000e-01
1.987216e+01 8.000000e-01
2.086577e+01 9.180000e-01
2.185937e+01 9.750000e-01
2.285298e+01 9.870000e-01
2.384659e+01 9.980000e-01
2.484020e+01 9.990000e-01
2.583381e+01 1.000000e+00


1.391051e+01 0.000000e+00
1.490412e+01 1.000000e-03
1.589773e+01 3.900000e-02
1.689133e+01 1.860000e-01
1.788494e+01 4.710000e-01
1.887855e+01 7.030000e-01
1.987216e+01 8.800000e-01
2.086577e+01 9.400000e-01
2.185937e+01 9.850000e-01
2.285298e+01 9.940000e-01
2.384659e+01 9.970000e-01
2.484020e+01 1.000000e+00
2.583381e+01 1.000000e+00


1.391051e+01 0.000000e+00
1.490412e+01 1.000000e-03
1.589773e+01 2.600000e-02
1.689133e+01 1.700000e-01
1.788494e+01 4.480000e-01
1.887855e+01 6.750000e-01
1.987216e+01 8.390000e-01
2.086577e+01 9.340000e-01
2.185937e+01 9.820000e-01
2.285298e+01 9.940000e-01
2.384659e+01 9.980000e-01
2.484020e+01 9.980000e-01
2.583381e+01 9.990000e-01


1.391051e+01 0.000000e+00
1.490412e+01 1.000000e-03
1.589773e+01 2.000000e-02
1.689133e+01 1.360000e-01
1.788494e+01 3.850000e-01
1.887855e+01 6.400000e-01
1.987216e+01 8.190000e-01
2.086577e+01 9.340000e-01
2.185937e+01 9.690000e-01
2.285298e+01 9.890000e-01
2.384659e+01 9.990000e-01
2.484020e+01 9.990000e-01
2.583381e+01 1.000000e+00


1.391051e+01 0.000000e+00
1.490412e+01 1.000000e-03
1.589773e+01 4.000000e-02
1.689133e+01 2.460000e-01
1.788494e+01 5.300000e-01
1.887855e+01 7.810000e-01
1.987216e+01 9.110000e-01
2.086577e+01 9.580000e-01
2.185937e+01 9.840000e-01
2.285298e+01 1.000000e+00
2.384659e+01 1.000000e+00
2.484020e+01 1.000000e+00
2.583381e+01 1.000000e+00


1.391051e+01 0.000000e+00
1.490412e+01 1.000000e-03
1.589773e+01 3.100000e-02
1.689133e+01 2.010000e-01
1.788494e+01 4.570000e-01
1.887855e+01 6.880000e-01
1.987216e+01 8.770000e-01
2.086577e+01 9.420000e-01
2.185937e+01 9.780000e-01
2.285298e+01 9.930000e-01
2.384659e+01 9.990000e-01
2.484020e+01 1.000000e+00
2.583381e+01 1.000000e+00


1.391051e+01 0.000000e+00
1.490412e+01 0.000000e+00
1.589773e+01 2.300000e-02
1.689133e+01 1.610000e-01
1.788494e+01 4.290000e-01
1.887855e+01 6.920000e-01
1.987216e+01 8.580000e-01
2.086577e+01 9.430000e-01
2.185937e+01 9.810000e-01
2.285298e+01 9.930000e-01
2.384659e+01 9.990000e-01
2.484020e+01 9.970000e-01
2.583381e+01 9.990000e-01


1.391051e+01 0.000000e+00
1.490412e+01 0.000000e+00
1.589773e+01 1.300000e-02
1.689133e+01 1.110000e-01
1.788494e+01 3.530000e-01
1.887855e+01 6.030000e-01
1.987216e+01 8.070000e-01
2.086577e+01 9.150000e-01
2.185937e+01 9.690000e-01
2.285298e+01 9.830000e-01
2.384659e+01 9.920000e-01
2.484020e+01 9.970000e-01
2.583381e+01 9.990000e-01


13.9105 0.000000e+00
14.9041 1.000000e-03
15.8977 1.700000e-02
16.8913 1.710000e-01
17.8849 4.630000e-01
18.8786 7.150000e-01
19.8722 8.510000e-01
20.8658 9.470000e-01
21.8594 9.740000e-01
22.853  9.940000e-01 
23.8466 9.970000e-01
24.8402 1.000000e+00
25.8338 1.000000e+00
